address,postcode,price,bedrooms,bathrooms,area_in_sqft,link
"2414 Callow Ave, Baltimore, MD 21217",21230,549000,5,6,2250,https://www.trulia.com/home/2414-callow-ave-baltimore-md-21217-36482924
"1304 Harlem Ave, Baltimore, MD 21217",21230,50000,NaN,NaN,NaN,https://www.trulia.com/home/1304-harlem-ave-baltimore-md-21217-36509684
"1825 S  Hanover St, Baltimore, MD 21230",21234,425000,3,3,2000,https://www.trulia.com/home/1825-s-hanover-st-baltimore-md-21230-36537865
"1514 Marshall St, Baltimore, MD 21230",21231,367000,2,3,1254,https://www.trulia.com/home/1514-marshall-st-baltimore-md-21230-36538577
"4104 Dudley Ave, Baltimore, MD 21213",21224,175500,3,2,1146,https://www.trulia.com/home/4104-dudley-ave-baltimore-md-21213-36570391
"3603 Ravenwood Ave, Baltimore, MD 21213",21213,160000,4,2,1566,https://www.trulia.com/home/3603-ravenwood-ave-baltimore-md-21213-36570660
"5623 Clearspring Rd, Baltimore, MD 21212",21218,260000,4,2,1554,https://www.trulia.com/home/5623-clearspring-rd-baltimore-md-21212-36614699
"1626 N  Broadway, Baltimore, MD 21213",21211,325000,3,4,NaN,https://www.trulia.com/home/1626-n-broadway-baltimore-md-21213-2065907474
"1 Windblown Ct #T1, Baltimore, MD 21209",21218,145500,1,1,888,https://www.trulia.com/home/1-windblown-ct-t1-baltimore-md-21209-36349280
"19 Stridesham Ct, Baltimore, MD 21209",21218,485000,4,4,1814,https://www.trulia.com/home/19-stridesham-ct-baltimore-md-21209-36353565
"1120 S  Robinson St, Baltimore, MD 21224",21211,499000,4,4,2490,https://www.trulia.com/home/1120-s-robinson-st-baltimore-md-21224-36431360
"519 N  Patterson Park Ave, Baltimore, MD 21205",21217,150000,2,1,NaN,https://www.trulia.com/home/519-n-patterson-park-ave-baltimore-md-21205-36444436
"1626 Normal Ave, Baltimore, MD 21213",21217,174990,3,2,NaN,https://www.trulia.com/home/1626-normal-ave-baltimore-md-21213-36447903
"1744 E  Oliver St, Baltimore, MD 21213",21215,224900,3,2,2050,https://www.trulia.com/home/1744-e-oliver-st-baltimore-md-21213-36449749
"4100 N  Charles St #108, Baltimore, MD 21218",21215,399000,2,2,1310,https://www.trulia.com/home/4100-n-charles-st-108-baltimore-md-21218-36471452
"2464 Lakeview Ave, Baltimore, MD 21217",21215,234000,3,2,1600,https://www.trulia.com/home/2464-lakeview-ave-baltimore-md-21217-36483016
"1621 Bolton St, Baltimore, MD 21217",21216,725000,5,NaN,3280,https://www.trulia.com/home/1621-bolton-st-baltimore-md-21217-36488539
"3600 Denison Rd, Baltimore, MD 21215",21230,374900,5,4,2656,https://www.trulia.com/home/3600-denison-rd-baltimore-md-21215-36497533
"3216 Gwynns Falls Pkwy, Baltimore, MD 21216",21202,184900,3,2,1200,https://www.trulia.com/home/3216-gwynns-falls-pkwy-baltimore-md-21216-36501452
"3405 Mondawmin Ave, Baltimore, MD 21216",21201,261500,4,4,2100,https://www.trulia.com/home/3405-mondawmin-ave-baltimore-md-21216-36501502
"1611 Frederick Ave, Baltimore, MD 21223",21230,195000,5,2,2590,https://www.trulia.com/home/1611-frederick-ave-baltimore-md-21223-36519297
"526 Allendale St, Baltimore, MD 21229",21230,235000,3,2,1260,https://www.trulia.com/home/526-allendale-st-baltimore-md-21229-36522313
"2108 Hollins St, Baltimore, MD 21223",21230,150000,3,1,NaN,https://www.trulia.com/home/2108-hollins-st-baltimore-md-21223-36527576
"27 E  Ostend St, Baltimore, MD 21230",21229,325000,2,4,1470,https://www.trulia.com/home/27-e-ostend-st-baltimore-md-21230-36538397
"1439 Haubert St, Baltimore, MD 21230",21225,340000,2,1,1040,https://www.trulia.com/home/1439-haubert-st-baltimore-md-21230-36541479
"1353 Hull St, Baltimore, MD 21230",21224,699000,4,4,1980,https://www.trulia.com/home/1353-hull-st-baltimore-md-21230-36542204
"2010 Whistler Ave, Baltimore, MD 21230",21224,159900,2,2,1218,https://www.trulia.com/home/2010-whistler-ave-baltimore-md-21230-36547180
"921 Jack St, Baltimore, MD 21225",21224,149999,6,NaN,1116,https://www.trulia.com/home/921-jack-st-baltimore-md-21225-36552555
"5706 Newholme Ave, Baltimore, MD 21206",21213,279800,3,2,1792,https://www.trulia.com/home/5706-newholme-ave-baltimore-md-21206-36566549
"3020 Brendan Ave, Baltimore, MD 21213",21213,259999,3,3,1579,https://www.trulia.com/home/3020-brendan-ave-baltimore-md-21213-36573674
"2506 W  Cold Spring Ln, Baltimore, MD 21215",21213,199900,5,3,1152,https://www.trulia.com/home/2506-w-cold-spring-ln-baltimore-md-21215-36594173
"5809 Clover Rd, Baltimore, MD 21215",21206,379999,5,3,2713,https://www.trulia.com/home/5809-clover-rd-baltimore-md-21215-36602517
"100 Harborview Dr #1111, Baltimore, MD 21230",21214,299900,2,2,1129,https://www.trulia.com/home/100-harborview-dr-1111-baltimore-md-21230-64843555
"22 S  Howard St #R-501, Baltimore, MD 21201",21214,157000,2,2,1287,https://www.trulia.com/home/22-s-howard-st-r-501-baltimore-md-21201-72095947
"801 Key Hwy #P62, Baltimore, MD 21230",21215,749000,2,3,2133,https://www.trulia.com/home/801-key-hwy-p62-baltimore-md-21230-92202405
"3224 Kenyon, Baltimore, MD 21224",21215,149900,3,2,1100,https://www.trulia.com/home/3224-kenyon-baltimore-md-21224-439158915
"2023 Fleet St, Baltimore, MD 21231",21239,415000,4,4,1419,https://www.trulia.com/home/2023-fleet-st-baltimore-md-21231-36435938
"250 President St #308, Baltimore, MD 21202",21230,399000,2,2,1453,https://www.trulia.com/home/250-president-st-308-baltimore-md-21202-36436851
"516 N  Potomac St, Baltimore, MD 21205",21230,140000,3,1,1170,https://www.trulia.com/home/516-n-potomac-st-baltimore-md-21205-36445971
"2608 Grogan Ave, Baltimore, MD 21213",21230,115000,3,2,140,https://www.trulia.com/home/2608-grogan-ave-baltimore-md-21213-36451750
"2623 E  Biddle St, Baltimore, MD 21213",21230,195000,3,2,1568,https://www.trulia.com/home/2623-e-biddle-st-baltimore-md-21213-36455060
"1325 Bolton St, Baltimore, MD 21217",21230,799000,7,4,3900,https://www.trulia.com/home/1325-bolton-st-baltimore-md-21217-36469585
"229 W  Lanvale St, Baltimore, MD 21217",21234,674900,4,5,3330,https://www.trulia.com/home/229-w-lanvale-st-baltimore-md-21217-36469656
"3430 Chestnut Ave, Baltimore, MD 21211",21231,319900,2,3,1647,https://www.trulia.com/home/3430-chestnut-ave-baltimore-md-21211-36484853
"2900 Westwood Ave, Baltimore, MD 21216",21224,220000,4,3,NaN,https://www.trulia.com/home/2900-westwood-ave-baltimore-md-21216-36490731
"2317 Ashburton St, Baltimore, MD 21216",21213,244999,4,2,1750,https://www.trulia.com/home/2317-ashburton-st-baltimore-md-21216-36500617
"3841 Reisterstown Rd, Baltimore, MD 21215",21218,45000,NaN,NaN,NaN,https://www.trulia.com/home/3841-reisterstown-rd-baltimore-md-21215-36502173
"1909 Harlem Ave, Baltimore, MD 21217",21211,260000,4,NaN,NaN,https://www.trulia.com/home/1909-harlem-ave-baltimore-md-21217-36508948
"1135 Myrtle Ave, Baltimore, MD 21201",21218,110000,3,2,1340,https://www.trulia.com/home/1135-myrtle-ave-baltimore-md-21201-36516189
"313 N  Stricker St, Baltimore, MD 21223",21218,40000,4,2,NaN,https://www.trulia.com/home/313-n-stricker-st-baltimore-md-21223-36518474
"36 N  Rosedale St, Baltimore, MD 21229",21211,205000,3,2,1520,https://www.trulia.com/home/36-n-rosedale-st-baltimore-md-21229-36531194
"6 N  Abington Ave, Baltimore, MD 21229",21217,25000,2,1,930,https://www.trulia.com/home/6-n-abington-ave-baltimore-md-21229-36531312
"228 Roundhouse Ct, Baltimore, MD 21230",21217,260000,2,4,1622,https://www.trulia.com/home/228-roundhouse-ct-baltimore-md-21230-36532634
"31 E  Heath St, Baltimore, MD 21230",21215,279900,2,2,1041,https://www.trulia.com/home/31-e-heath-st-baltimore-md-21230-36538231
"501 E  Fort Ave, Baltimore, MD 21230",21215,389900,3,3,2118,https://www.trulia.com/home/501-e-fort-ave-baltimore-md-21230-36540364
"1310 Haubert St, Baltimore, MD 21230",21215,414900,3,3,1280,https://www.trulia.com/home/1310-haubert-st-baltimore-md-21230-36542102
"2303 Sidney Ave, Baltimore, MD 21230",21216,49900,3,1,1120,https://www.trulia.com/home/2303-sidney-ave-baltimore-md-21230-36548665
"1615 Church St, Baltimore, MD 21226",21230,149900,3,2,1302,https://www.trulia.com/home/1615-church-st-baltimore-md-21226-36555011
"3853 Shannon Dr, Baltimore, MD 21213",21202,220000,3,2,1344,https://www.trulia.com/home/3853-shannon-dr-baltimore-md-21213-36569876
"5819 Moores Run Ct, Baltimore, MD 21206",21201,229900,3,2,1440,https://www.trulia.com/home/5819-moores-run-ct-baltimore-md-21206-36575322
"5112 Richard Ave, Baltimore, MD 21214",21230,450000,7,4,2900,https://www.trulia.com/home/5112-richard-ave-baltimore-md-21214-36578943
"4033 Belwood Ave, Baltimore, MD 21206",21230,189999,3,2,1033,https://www.trulia.com/home/4033-belwood-ave-baltimore-md-21206-36580020
"6020 Burgess Ave, Baltimore, MD 21214",21230,295000,6,3,2088,https://www.trulia.com/home/6020-burgess-ave-baltimore-md-21214-36580584
"2703 Grindon Ave, Baltimore, MD 21214",21229,265000,3,2,1359,https://www.trulia.com/home/2703-grindon-ave-baltimore-md-21214-36586326
"6300 Red Cedar Pl #310, Baltimore, MD 21209",21225,249000,3,2,1531,https://www.trulia.com/home/6300-red-cedar-pl-310-baltimore-md-21209-36600756
"3011 Fallstaff Rd #402A, Baltimore, MD 21209",21224,250000,2,2,1673,https://www.trulia.com/home/3011-fallstaff-rd-402a-baltimore-md-21209-36600853
"4123 The Alameda, Baltimore, MD 21218",21224,175000,3,1,1152,https://www.trulia.com/home/4123-the-alameda-baltimore-md-21218-36610971
"5905 Loch Raven Blvd, Baltimore, MD 21239",21224,223900,3,3,1714,https://www.trulia.com/home/5905-loch-raven-blvd-baltimore-md-21239-36620300
"5715 Roland Ave, Baltimore, MD 21210",21213,1150000,6,7,5730,https://www.trulia.com/home/5715-roland-ave-baltimore-md-21210-54846996
"922 N  Caroline St, Baltimore, MD 21205",21213,249900,4,4,2100,https://www.trulia.com/home/922-n-caroline-st-baltimore-md-21205-90008192
"1304 McCulloh St, Baltimore, MD 21217",21213,500000,4,4,5047,https://www.trulia.com/home/1304-mcculloh-st-baltimore-md-21217-90008446
"701 S  Macon St, Baltimore, MD 21224",21206,303000,2,3,1571,https://www.trulia.com/home/701-s-macon-st-baltimore-md-21224-119196914
"1501 Church St, Curtis Bay, MD 21226",21214,269000,NaN,NaN,NaN,https://www.trulia.com/home/1501-Church-St-Curtis-Bay-MD-21226-2072225513
"320 N  Robinson St, Baltimore, MD 21224",21214,90000,3,2,960,https://www.trulia.com/home/320-n-robinson-st-baltimore-md-21224-36438225
"605 N  Belnord Ave, Baltimore, MD 21205",21215,205000,3,2,NaN,https://www.trulia.com/home/605-n-belnord-ave-baltimore-md-21205-36445295
"2013 Cliftwood Ave, Baltimore, MD 21213",21215,30000,2,1,NaN,https://www.trulia.com/home/2013-cliftwood-ave-baltimore-md-21213-36448106
"1201 N  Montford Ave, Baltimore, MD 21213",21239,62500,NaN,NaN,NaN,https://www.trulia.com/home/1201-n-montford-ave-baltimore-md-21213-36451891
"704 Cator Ave, Baltimore, MD 21218",21230,273000,5,4,1728,https://www.trulia.com/home/704-cator-ave-baltimore-md-21218-36457550
"2605 Garrett Ave, Baltimore, MD 21218",21230,80000,3,1,NaN,https://www.trulia.com/home/2605-garrett-ave-baltimore-md-21218-36463057
"1302 Linden Grn, Baltimore, MD 21217",21230,420000,4,4,2017,https://www.trulia.com/home/1302-linden-grn-baltimore-md-21217-36469538
"1920 Walbrook Ave, Baltimore, MD 21217",21230,15000,3,1,NaN,https://www.trulia.com/home/1920-walbrook-ave-baltimore-md-21217-36494352
"3803 Ridgewood Ave, Baltimore, MD 21215",21230,339998,5,4,2023,https://www.trulia.com/home/3803-ridgewood-ave-baltimore-md-21215-36496819
"3909 Ridgewood Ave, Baltimore, MD 21215",21234,159950,3,1,1110,https://www.trulia.com/home/3909-ridgewood-ave-baltimore-md-21215-36496833
"3705 Edgewood Rd, Baltimore, MD 21215",21231,380000,4,4,2302,https://www.trulia.com/home/3705-edgewood-rd-baltimore-md-21215-36497520
"2208 Chelsea Ter, Baltimore, MD 21216",21224,214000,7,1,2270,https://www.trulia.com/home/2208-chelsea-ter-baltimore-md-21216-36500770
"1310 Poplar Grove St, Baltimore, MD 21216",21213,16000,NaN,NaN,1120,https://www.trulia.com/home/1310-poplar-grove-st-baltimore-md-21216-36512673
"424 S  Hanover St, Baltimore, MD 20852",21218,425000,3,4,1560,https://www.trulia.com/home/424-s-hanover-st-baltimore-md-20852-36535365
"3561 3rd St, Baltimore, MD 21225",21211,280000,3,3,1610,https://www.trulia.com/home/3561-3rd-st-baltimore-md-21225-36551108
"1636 Hazel St, Baltimore, MD 21226",21218,135000,2,2,1120,https://www.trulia.com/home/1636-hazel-st-baltimore-md-21226-36553765
"1206 S  Clinton St, Baltimore, MD 21224",21218,549999,3,3,2439,https://www.trulia.com/home/1206-s-clinton-st-baltimore-md-21224-36557703
"315 Imla St, Baltimore, MD 21224",21211,224900,2,2,840,https://www.trulia.com/home/315-imla-st-baltimore-md-21224-36562782
"5602 Biddison Ave, Baltimore, MD 21206",21217,195000,3,2,1495,https://www.trulia.com/home/5602-biddison-ave-baltimore-md-21206-36577960
"3018 Ferndale Ave, Baltimore, MD 21207",21217,459000,5,4,3040,https://www.trulia.com/home/3018-ferndale-ave-baltimore-md-21207-36627252
"1200 Steuart St #1912, Baltimore, MD 21230",21215,1049000,3,4,3201,https://www.trulia.com/home/1200-steuart-st-1912-baltimore-md-21230-90007147
"135 E  North Ave, Baltimore, MD 21202",21215,515000,6,NaN,3010,https://www.trulia.com/home/135-e-north-ave-baltimore-md-21202-131241655
"1618 E  Chase St, Baltimore, MD 21213",21215,289900,4,3,2020,https://www.trulia.com/home/1618-e-chase-st-baltimore-md-21213-294970493
"236 S  Wolfe St, Baltimore, MD 21231",21216,474900,3,4,2450,https://www.trulia.com/home/236-s-wolfe-st-baltimore-md-21231-36434614
"533 S  Chapel St, Baltimore, MD 21231",21230,289900,3,2,984,https://www.trulia.com/home/533-s-chapel-st-baltimore-md-21231-36435835
"2331 E  Fayette St, Baltimore, MD 21224",21202,260000,3,2,1330,https://www.trulia.com/home/2331-e-fayette-st-baltimore-md-21224-36440040
"719 N  Curley St, Baltimore, MD 21205",21201,45000,3,2,NaN,https://www.trulia.com/home/719-n-curley-st-baltimore-md-21205-36445603
"1204 Homewood Ave, Baltimore, MD 21202",21230,299000,3,3,1400,https://www.trulia.com/home/1204-homewood-ave-baltimore-md-21202-36468511
"2258 Druid Park Dr, Baltimore, MD 21211",21230,315000,3,4,1978,https://www.trulia.com/home/2258-druid-park-dr-baltimore-md-21211-36480378
"1003 W  Fayette St, Baltimore, MD 21223",21230,399900,6,6,NaN,https://www.trulia.com/home/1003-w-fayette-st-baltimore-md-21223-36517205
"2558 W  Baltimore St, Baltimore, MD 21223",21229,79900,3,2,NaN,https://www.trulia.com/home/2558-w-baltimore-st-baltimore-md-21223-36525041
"1722 Patapsco St, Baltimore, MD 21230",21225,439900,3,4,1792,https://www.trulia.com/home/1722-patapsco-st-baltimore-md-21230-36538187
"1726 Marshall St, Baltimore, MD 21230",21224,247500,2,1,888,https://www.trulia.com/home/1726-marshall-st-baltimore-md-21230-36538314
"6212 Danville Ave, Baltimore, MD 21224",21224,263500,3,2,1410,https://www.trulia.com/home/6212-danville-ave-baltimore-md-21224-36556868
"3303 Mueller St, Baltimore, MD 21224",21224,435000,3,3,1820,https://www.trulia.com/home/3303-mueller-st-baltimore-md-21224-36558871
"3424 Cliftmont Ave, Baltimore, MD 21213",21213,224900,4,2,1750,https://www.trulia.com/home/3424-cliftmont-ave-baltimore-md-21213-36571838
"3731 Rueckert Ave, Baltimore, MD 21206",21213,320000,3,2,1808,https://www.trulia.com/home/3731-rueckert-ave-baltimore-md-21206-36579717
"5334 Beaufort Ave, Baltimore, MD 21215",21213,219900,4,2,NaN,https://www.trulia.com/home/5334-beaufort-ave-baltimore-md-21215-36598457
"5808 Bland Ave, Baltimore, MD 21215",21206,329000,3,2,1288,https://www.trulia.com/home/5808-bland-ave-baltimore-md-21215-36602794
"2048 E  Belvedere Ave, Baltimore, MD 21239",21214,242500,3,2,1425,https://www.trulia.com/home/2048-e-belvedere-ave-baltimore-md-21239-36607528
"1138 Elbank Ave, Baltimore, MD 21239",21214,250000,3,2,1064,https://www.trulia.com/home/1138-elbank-ave-baltimore-md-21239-36616753
"4304 Saint Paul St, Baltimore, MD 21218",21215,2450000,7,6,8523,https://www.trulia.com/home/4304-saint-paul-st-baltimore-md-21218-36620968
"3201 Saint Paul St #107, Baltimore, MD 21218",21215,359000,2,2,1472,https://www.trulia.com/home/3201-saint-paul-st-107-baltimore-md-21218-72225948
"1251 N  Broadway, Baltimore, MD 21213",21239,250000,3,2,1520,https://www.trulia.com/home/1251-n-broadway-baltimore-md-21213-433892490
"120 W  25th St, Baltimore, MD 21218",21230,100000,6,4,3250,https://www.trulia.com/home/120-w-25th-st-baltimore-md-21218-439639367
"100 Harborview Dr #202, Baltimore, MD 21230",21230,325000,2,2,1927,https://www.trulia.com/home/100-harborview-dr-202-baltimore-md-21230-2083040804
"313 S  Duncan St, Baltimore, MD 21231",21230,269900,2,1,724,https://www.trulia.com/home/313-s-duncan-st-baltimore-md-21231-36428980
"720 E  23rd St, Baltimore, MD 21218",21230,25000,NaN,NaN,NaN,https://www.trulia.com/home/720-e-23rd-st-baltimore-md-21218-36459744
"1017 E  Preston St, Baltimore, MD 21202",21230,125000,5,1,1837,https://www.trulia.com/home/1017-e-preston-st-baltimore-md-21202-36468112
"3234 Barclay St, Baltimore, MD 21218",21234,50000,2,1,1170,https://www.trulia.com/home/3234-barclay-st-baltimore-md-21218-36478105
"1219 Cloverdale St, Baltimore, MD 21217",21231,60000,6,3,1992,https://www.trulia.com/home/1219-cloverdale-st-baltimore-md-21217-36482260
"2521 W  Cold Spring Ln, Baltimore, MD 21215",21224,60000,3,2,NaN,https://www.trulia.com/home/2521-w-cold-spring-ln-baltimore-md-21215-36503907
"614 Glenolden Ave, Baltimore, MD 21216",21213,25000,4,1,NaN,https://www.trulia.com/home/614-glenolden-ave-baltimore-md-21216-36508325
"3210 Westmont Ave, Baltimore, MD 21216",21218,10000,2,1,1280,https://www.trulia.com/home/3210-westmont-ave-baltimore-md-21216-36512578
"2716 W  Lanvale St, Baltimore, MD 21216",21211,160000,3,2,1030,https://www.trulia.com/home/2716-w-lanvale-st-baltimore-md-21216-36514722
"104 W  Barre St #R46, Baltimore, MD 21201",21218,268000,2,2,987,https://www.trulia.com/home/104-w-barre-st-r46-baltimore-md-21201-36535418
"4109 Audrey Ave, Baltimore, MD 21225",21218,199999,4,3,1104,https://www.trulia.com/home/4109-audrey-ave-baltimore-md-21225-36552952
"401 S  Dean St, Baltimore, MD 21224",21211,129000,2,2,788,https://www.trulia.com/home/401-s-dean-st-baltimore-md-21224-36559977
"6008 Alta Ave, Baltimore, MD 21206",21217,325000,6,3,1296,https://www.trulia.com/home/6008-alta-ave-baltimore-md-21206-36581136
"6002 Belle Vista Ave, Baltimore, MD 21206",21217,229777,3,2,1374,https://www.trulia.com/home/6002-belle-vista-ave-baltimore-md-21206-36581312
"2826 W  Garrison Ave, Baltimore, MD 21215",21215,239000,3,3,1620,https://www.trulia.com/home/2826-w-garrison-ave-baltimore-md-21215-36596508
"5211 Florence Ave, Baltimore, MD 21215",21215,50000,NaN,NaN,NaN,https://www.trulia.com/home/5211-florence-ave-baltimore-md-21215-36599520
"6317 Park Heights Ave #205, Baltimore, MD 21215",21215,160000,3,2,1702,https://www.trulia.com/home/6317-park-heights-ave-205-baltimore-md-21215-36601188
"701 Richwood Ave, Baltimore, MD 21212",21216,105000,4,2,1360,https://www.trulia.com/home/701-richwood-ave-baltimore-md-21212-36612228
"909 E  Lake Ave, Baltimore, MD 21212",21230,335000,3,2,1500,https://www.trulia.com/home/909-e-lake-ave-baltimore-md-21212-36616302
"1524 Gleneagle Rd, Baltimore, MD 21239",21202,250000,3,2,1520,https://www.trulia.com/home/1524-gleneagle-rd-baltimore-md-21239-36620243
"5412 Crismer Ave, Baltimore, MD 21215",21201,184900,3,2,1178,https://www.trulia.com/home/5412-crismer-ave-baltimore-md-21215-36623847
"511 S  Bond St #102, Baltimore, MD 21231",21230,150000,1,1,650,https://www.trulia.com/home/511-s-bond-st-102-baltimore-md-21231-81749891
"700 N  Duncan St, Baltimore, MD 21205",21230,25000,NaN,NaN,NaN,https://www.trulia.com/home/700-N-Duncan-St-Baltimore-MD-21205-294969997
"702 N  Duncan St, Baltimore, MD 21205",21230,25000,NaN,NaN,NaN,https://www.trulia.com/home/702-N-Duncan-St-Baltimore-MD-21205-294969998
"704 N  Duncan St, Baltimore, MD 21205",21229,25000,NaN,NaN,NaN,https://www.trulia.com/home/704-N-Duncan-St-Baltimore-MD-21205-294969999
"1601 W  Mulberry St, Baltimore, MD 21223",21225,289900,4,3,NaN,https://www.trulia.com/home/1601-w-mulberry-st-baltimore-md-21223-294975778
"118 E  25th St, Baltimore, MD 21218",21224,100000,4,3,2895,https://www.trulia.com/home/118-e-25th-st-baltimore-md-21218-431080672
"2526 Shirley Ave, Baltimore, MD 21215",21224,205000,3,3,NaN,https://www.trulia.com/home/2526-shirley-ave-baltimore-md-21215-36503175
"1306 S  Carey St, Baltimore, MD 21230",21224,224900,2,3,1144,https://www.trulia.com/home/1306-s-carey-st-baltimore-md-21230-36533681
"4648 Pimlico Rd, Baltimore, MD 21215",21213,225000,3,1,NaN,https://www.trulia.com/home/4648-pimlico-rd-baltimore-md-21215-36594627
"2103 E  Chase St, Baltimore, MD 21213",21213,259000,3,3,NaN,https://www.trulia.com/home/2103-e-chase-st-baltimore-md-21213-36451180
"2721 E  Preston St, Baltimore, MD 21213",21213,240000,3,4,1604,https://www.trulia.com/home/2721-e-preston-st-baltimore-md-21213-36452032
"2835 E  Biddle St, Baltimore, MD 21213",21206,245000,3,3,1364,https://www.trulia.com/home/2835-e-biddle-st-baltimore-md-21213-36455799
"700 Cathedral St #101, Baltimore, MD 21201",21214,385000,1,1,1114,https://www.trulia.com/home/700-cathedral-st-101-baltimore-md-21201-36469879
"1118 Saint Paul St #21, Baltimore, MD 21202",21214,150000,1,1,679,https://www.trulia.com/home/1118-saint-paul-st-21-baltimore-md-21202-36470042
"1720 Harlem Ave, Baltimore, MD 21217",21215,175000,5,2,NaN,https://www.trulia.com/home/1720-harlem-ave-baltimore-md-21217-36509235
"3130 Normount Ave, Baltimore, MD 21216",21215,189999,3,1,1180,https://www.trulia.com/home/3130-normount-ave-baltimore-md-21216-36512528
"3600 Old Frederick Rd, Baltimore, MD 21229",21239,180000,3,2,1320,https://www.trulia.com/home/3600-old-frederick-rd-baltimore-md-21229-36530639
"1127 Sargeant St, Baltimore, MD 21223",21230,164900,2,2,1080,https://www.trulia.com/home/1127-sargeant-st-baltimore-md-21223-36532745
"4404 Carleview Rd, Baltimore, MD 21207",21230,320000,4,2,1986,https://www.trulia.com/home/4404-carleview-rd-baltimore-md-21207-36627170
"1009 S  Potomac St, Baltimore, MD 21224",21230,475000,3,2,1692,https://www.trulia.com/home/1009-s-potomac-st-baltimore-md-21224-36431875
"446 N  Patterson Park Ave, Baltimore, MD 21231",21230,165000,2,2,1210,https://www.trulia.com/home/446-n-patterson-park-ave-baltimore-md-21231-36439202
"1700 E  Oliver St, Baltimore, MD 21213",21230,274900,4,4,NaN,https://www.trulia.com/home/1700-e-oliver-st-baltimore-md-21213-36449771
"1620 E  28th St, Baltimore, MD 21218",21234,175000,3,2,1200,https://www.trulia.com/home/1620-e-28th-st-baltimore-md-21218-36464522
"2222 Ruskin Ave, Baltimore, MD 21217",21231,142500,3,2,1364,https://www.trulia.com/home/2222-ruskin-ave-baltimore-md-21217-36481490
"1407 Druid Hill Ave, Baltimore, MD 21217",21224,394900,4,5,NaN,https://www.trulia.com/home/1407-druid-hill-ave-baltimore-md-21217-36488252
"2545 Edmondson Ave, Baltimore, MD 21223",21213,125000,5,NaN,2256,https://www.trulia.com/home/2545-edmondson-ave-baltimore-md-21223-36521934
"3032 Strickland St, Baltimore, MD 21223",21218,399000,6,4,1984,https://www.trulia.com/home/3032-strickland-st-baltimore-md-21223-36523753
"2688 Dulany St, Baltimore, MD 21223",21211,129900,3,1,NaN,https://www.trulia.com/home/2688-dulany-st-baltimore-md-21223-36525737
"101 N  Payson St, Baltimore, MD 21223",21218,159900,4,2,NaN,https://www.trulia.com/home/101-n-payson-st-baltimore-md-21223-36528544
"316 N  Fulton Ave, Baltimore, MD 21223",21218,299900,4,3,NaN,https://www.trulia.com/home/316-n-fulton-ave-baltimore-md-21223-36528932
"28 S  Bernice Ave, Baltimore, MD 21229",21211,168000,3,1,1580,https://www.trulia.com/home/28-s-bernice-ave-baltimore-md-21229-36531447
"534 S  Paca St, Baltimore, MD 21230",21217,379900,4,2,1708,https://www.trulia.com/home/534-s-paca-st-baltimore-md-21230-36535681
"122 Burnett St, Baltimore, MD 21230",21217,349900,3,3,1353,https://www.trulia.com/home/122-burnett-st-baltimore-md-21230-36537127
"1308 S  Charles St, Baltimore, MD 21230",21215,385000,3,3,1618,https://www.trulia.com/home/1308-s-charles-st-baltimore-md-21230-36537155
"1616 Light St, Baltimore, MD 21230",21215,500000,4,3,2421,https://www.trulia.com/home/1616-light-st-baltimore-md-21230-36538106
"2617 Maisel St, Baltimore, MD 21230",21215,175000,2,4,1536,https://www.trulia.com/home/2617-maisel-st-baltimore-md-21230-36548859
"524 S  Macon St, Baltimore, MD 21224",21216,299900,5,NaN,1950,https://www.trulia.com/home/524-s-macon-st-baltimore-md-21224-36557829
"3715 Claremont St, Baltimore, MD 21224",21230,299000,3,2,1510,https://www.trulia.com/home/3715-claremont-st-baltimore-md-21224-36561735
"5470 Cedonia Ave, Baltimore, MD 21206",21202,239900,4,2,1440,https://www.trulia.com/home/5470-cedonia-ave-baltimore-md-21206-36575435
"6711 Park Heights Ave #412, Baltimore, MD 21215",21201,110000,2,2,1198,https://www.trulia.com/home/6711-park-heights-ave-412-baltimore-md-21215-36600544
"2214 Westfield Ave, Baltimore, MD 21214",21230,255000,3,3,1024,https://www.trulia.com/home/2214-westfield-ave-baltimore-md-21214-36608065
"619 Harwood Ave, Baltimore, MD 21212",21230,374999,4,3,2100,https://www.trulia.com/home/619-harwood-ave-baltimore-md-21212-36615549
"2112 E  Fayette St, Baltimore, MD 21231",21230,299900,4,4,1614,https://www.trulia.com/home/2112-e-fayette-st-baltimore-md-21231-90005992
"1428 N  Fulton Ave, Baltimore, MD 21217",21229,165000,5,2,1418,https://www.trulia.com/home/1428-n-fulton-ave-baltimore-md-21217-90008437
"116 W  25th St, Baltimore, MD 21218",21225,100000,4,3,2895,https://www.trulia.com/home/116-w-25th-st-baltimore-md-21218-131240990
"114 W  25th St, Baltimore, MD 21218",21224,100000,3,2,2895,https://www.trulia.com/home/114-w-25th-st-baltimore-md-21218-131240991
"502 S  Bradford St, Baltimore, MD 21224",21224,240000,2,2,780,https://www.trulia.com/home/502-s-bradford-st-baltimore-md-21224-36429428
"24 S  Potomac St, Baltimore, MD 21224",21224,379900,4,3,1764,https://www.trulia.com/home/24-s-potomac-st-baltimore-md-21224-36433346
"16 N  Lakewood Ave, Baltimore, MD 21224",21213,420000,3,3,1820,https://www.trulia.com/home/16-n-lakewood-ave-baltimore-md-21224-36440809
